Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,Pto1/3,PPA,CrsPA,PrgPp,Matches
1,Aaron Cresswell,engENG,DF,West Ham,35-139,1989.0,6.5,355,440,80.7,6769,2697,157,173,90.8,152,177,85.9,45,82,54.9,0,1.1,1.2,-1.1,7,40,4,1,24,Matches
2,Aaron Ramsdale,engENG,GK,Southampton,26-354,1998.0,26.0,691,1073,64.4,19407,15067,196,197,99.5,260,271,95.9,229,592,38.7,0,0.0,0.1,0.0,0,32,1,0,0,Matches
3,Aaron Wan-Bissaka,engENG,DF,West Ham,27-158,1997.0,31.0,1277,1575,81.1,18273,6722,812,902,90.0,401,489,82.0,46,97,47.4,2,2.9,2.4,-0.9,29,89,30,11,125,Matches
4,Abdoulaye Doucouré,mlMLI,MF,Everton,32-122,1993.0,26.9,676,849,79.6,10229,2133,354,416,85.1,250,301,83.1,40,55,72.7,1,2.3,1.2,-1.3,26,44,14,0,78,Matches
5,Abdukodir Khusanov,uzUZB,DF,Manchester City,21-063,2004.0,5.6,360,395,91.1,6126,1976,160,169,94.7,191,197,97.0,6,23,26.1,0,0.1,0.1,-0.1,2,23,0,0,25,Matches
6,Abdul Fatawu Issahaku,ghGHA,FW,Leicester City,21-056,2004.0,6.4,123,197,62.4,2150,601,59,81,72.8,45,59,76.3,16,33,48.5,2,1.6,1.4,0.4,6,7,7,2,17,Matches
7,Adam Armstrong,engENG,"FW,MF",Southampton,28-082,1997.0,13.9,231,288,80.2,3320,446,138,158,87.3,81,95,85.3,6,13,46.2,2,1.2,0.6,0.8,9,10,8,2,21,Matches
8,Adam Lallana,engENG,MF,Southampton,36-358,1988.0,4.0,221,260,85.0,2891,980,147,165,89.1,61,67,91.0,4,9,44.4,2,0.9,0.5,1.1,4,21,9,3,24,Matches
9,Adam Smith,engENG,DF,Bournemouth,34-004,1991.0,15.7,436,576,75.7,7088,2372,213,242,88.0,182,233,78.1,27,72,37.5,0,0.3,0.4,-0.3,7,41,8,5,40,Matches
10,Adam Webster,engENG,DF,Brighton,30-119,1995.0,6.9,429,501,85.6,7934,3140,169,177,95.5,213,232,91.8,40,79,50.6,0,0.5,0.2,-0.5,3,32,2,0,40,Matches
11,Adam Wharton,engENG,MF,Crystal Palace,20-335,2004.0,14.0,521,689,75.6,9826,3632,197,240,82.1,249,309,80.6,67,103,65.0,2,3.0,2.1,-1.0,25,73,18,5,105,Matches
12,Adama Traoré,esESP,"FW,MF",Fulham,29-098,1996.0,17.4,383,532,72.0,5972,1501,212,261,81.2,130,177,73.4,26,47,55.3,6,4.7,4.3,1.3,37,32,32,17,61,Matches
13,Albert Grønbaek,dkDEN,"FW,MF",Southampton,23-345,2001.0,1.6,13,18,72.2,135,43,9,11,81.8,2,4,50.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,1,Matches
14,Alejandro Garnacho,arARG,"MF,FW",Manchester Utd,20-306,2004.0,22.8,600,759,79.1,8376,1083,379,426,89.0,165,199,82.9,27,47,57.4,1,3.6,2.3,-2.6,30,20,22,3,54,Matches
15,Alex Iwobi,ngNGA,"FW,MF",Fulham,29-000,1996.0,30.2,1037,1394,74.4,17737,5225,519,605,85.8,409,528,77.5,90,166,54.2,6,6.5,6.6,-0.5,53,106,77,16,196,Matches
16,Alex McCarthy,engENG,GK,Southampton,35-151,1989.0,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
17,Alex Palmer,engENG,GK,Ipswich Town,28-266,1996.0,10.0,207,316,65.5,6495,4920,41,43,95.3,85,85,100.0,81,188,43.1,0,0.0,0.0,0.0,1,6,0,0,1,Matches
18,Alex Scott,engENG,MF,Bournemouth,21-255,2003.0,7.6,252,304,82.9,4041,1262,125,141,88.7,97,106,91.5,19,32,59.4,0,0.8,0.8,-0.8,10,37,4,0,48,Matches
19,Alexander Isak,seSWE,FW,Newcastle Utd,25-224,1999.0,27.6,459,620,74.0,6537,1466,272,327,83.2,141,182,77.5,23,37,62.2,6,4.0,3.5,2.0,38,32,26,1,77,Matches
20,Alexis Mac Allister,arARG,MF,Liverpool,26-130,1998.0,28.4,1245,1493,83.4,19843,5602,645,716,90.1,482,546,88.3,85,154,55.2,4,4.4,5.5,-0.4,43,118,34,2,170,Matches
21,Alfie Dorrington,engENG,DF,Tottenham,20-013,2005.0,0.2,15,16,93.8,304,39,6,7,85.7,7,7,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
22,Alfie Pond,engENG,DF,Wolves,21-063,2004.0,0.0,1,1,100.0,23,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
23,Ali Al Hamadi,iqIRQ,FW,Ipswich Town,23-063,2002.0,1.5,25,30,83.3,278,29,20,23,87.0,5,7,71.4,0,0,,0,0.1,0.0,-0.1,2,0,0,0,3,Matches
24,Alisson,brBRA,GK,Liverpool,32-213,1992.0,23.9,630,758,83.1,13996,9088,183,185,98.9,338,343,98.5,108,226,47.8,0,0.6,0.2,-0.6,1,10,0,0,0,Matches
25,Alphonse Areola,frFRA,GK,West Ham,32-065,1993.0,22.1,615,873,70.4,16400,11166,133,134,99.3,299,314,95.2,180,415,43.4,0,0.0,0.0,0.0,0,9,0,0,0,Matches
26,Altay Bayındır,trTUR,GK,Manchester Utd,27-019,1998.0,1.0,32,61,52.5,942,540,2,2,100.0,17,20,85.0,13,39,33.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
27,Amad Diallo,ciCIV,"FW,MF",Manchester Utd,22-296,2002.0,17.7,658,794,82.9,9051,1880,407,450,90.4,185,217,85.3,33,63,52.4,6,3.9,3.6,2.1,39,25,29,5,53,Matches
28,Amadou Onana,beBEL,MF,Aston Villa,23-260,2001.0,15.0,589,666,88.4,9251,2316,301,319,94.4,250,278,89.9,25,35,71.4,0,0.3,0.5,-0.3,7,52,8,1,58,Matches
29,Andreas Pereira,brBRA,MF,Fulham,29-122,1996.0,20.9,641,931,68.9,11658,3703,296,354,83.6,245,313,78.3,87,212,41.0,4,4.5,4.3,-0.5,56,64,19,4,99,Matches
30,Andrew Robertson,sctSCO,DF,Liverpool,31-053,1994.0,25.6,1456,1754,83.0,24521,7781,713,758,94.1,623,718,86.8,103,220,46.8,0,4.1,3.9,-4.1,38,144,28,16,165,Matches
31,André,brBRA,MF,Wolves,23-291,2001.0,25.0,1111,1197,92.8,17503,4913,568,596,95.3,431,452,95.4,68,85,80.0,0,0.7,0.6,-0.7,15,101,4,0,95,Matches
32,André Onana,cmCMR,GK,Manchester Utd,29-031,1996.0,33.0,920,1259,73.1,21868,13211,218,220,99.1,511,516,99.0,186,513,36.3,0,0.2,0.2,-0.2,1,24,0,0,1,Matches
33,Andrés García,esESP,"DF,MF",Aston Villa,22-085,2003.0,3.5,174,201,86.6,2725,577,89,96,92.7,74,82,90.2,7,13,53.8,0,0.2,0.4,-0.2,3,9,8,5,15,Matches
34,Andy Irving,sctSCO,MF,West Ham,24-355,2000.0,1.8,109,124,87.9,1705,439,61,64,95.3,36,43,83.7,9,9,100.0,0,0.2,0.1,-0.2,1,14,1,1,9,Matches
35,Anthony Elanga,seSWE,"FW,MF",Nott'ham Forest,23-006,2002.0,23.8,452,696,64.9,6511,2203,274,329,83.3,118,187,63.1,37,110,33.6,9,4.7,4.1,4.3,43,27,24,7,52,Matches
36,Anthony Gordon,engENG,FW,Newcastle Utd,24-068,2001.0,24.4,661,904,73.1,10125,3348,371,431,86.1,220,283,77.7,49,116,42.2,5,4.9,4.9,0.1,50,59,50,16,92,Matches
37,Antoine Semenyo,ghGHA,FW,Bournemouth,25-116,2000.0,32.3,728,993,73.3,10406,2705,437,515,84.9,232,303,76.6,31,82,37.8,4,5.7,4.1,-1.7,44,48,44,8,106,Matches
38,Antonee Robinson,usUSA,DF,Fulham,27-268,1997.0,32.2,1482,1936,76.5,25356,9277,710,821,86.5,629,797,78.9,124,219,56.6,10,4.1,3.8,5.9,41,109,50,26,120,Matches
39,Antony,brBRA,"DF,MF",Manchester Utd,25-068,2000.0,1.6,56,69,81.2,688,111,45,51,88.2,9,14,64.3,1,1,100.0,0,0.1,0.2,-0.1,3,1,5,2,6,Matches
40,Antonín Kinský,czCZE,GK,Tottenham,22-051,2003.0,4.0,116,145,80.0,2699,1686,17,17,100.0,73,76,96.1,23,48,47.9,0,0.1,0.0,-0.1,1,2,0,0,1,Matches
41,Archie Gray,engENG,"DF,MF",Tottenham,19-052,2006.0,15.5,912,1029,88.6,15954,4908,348,376,92.6,500,538,92.9,51,84,60.7,0,0.1,0.2,-0.1,2,37,0,0,32,Matches
42,Arijanet Muric,xkKVX,GK,Ipswich Town,26-177,1998.0,18.0,454,633,71.7,11705,8247,122,122,100.0,215,221,97.3,115,283,40.6,0,0.0,0.0,0.0,0,14,0,0,1,Matches
43,Armando Broja,alALB,FW,Everton,23-235,2001.0,3.7,53,73,72.6,594,101,35,45,77.8,10,12,83.3,2,3,66.7,0,0.2,0.1,-0.2,4,3,0,0,2,Matches
44,Armel Bella Kotchap,deGER,DF,Southampton,23-143,2001.0,3.7,202,224,90.2,3829,956,65,66,98.5,119,123,96.7,16,29,55.2,0,0.0,0.0,0.0,0,6,0,0,5,Matches
45,Asher Agbinone,engENG,MF,Crystal Palace,19-217,2005.0,0.1,2,3,66.7,32,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
46,Ashley Young,engENG,"DF,FW",Everton,39-298,1985.0,17.9,606,866,70.0,11151,5014,290,330,87.9,236,310,76.1,74,183,40.4,3,1.6,1.9,1.4,19,71,18,9,82,Matches
47,Axel Disasi,frFRA,DF,Chelsea,27-053,1998.0,4.0,266,293,90.8,4218,1367,136,144,94.4,117,126,92.9,9,13,69.2,0,0.1,0.1,-0.1,2,20,2,0,16,Matches
48,Axel Disasi,frFRA,DF,Aston Villa,27-053,1998.0,5.4,243,280,86.8,4080,1517,103,109,94.5,131,146,89.7,8,15,53.3,0,0.4,0.3,-0.4,3,14,3,0,16,Matches
49,Axel Tuanzebe,cdCOD,DF,Ipswich Town,27-170,1997.0,16.1,535,644,83.1,8240,3171,294,323,91.0,207,253,81.8,23,41,56.1,1,0.3,0.2,0.7,4,49,2,0,45,Matches
50,Ayden Heaven,engENG,DF,Manchester Utd,18-223,2006.0,1.1,40,49,81.6,695,185,14,17,82.4,24,27,88.9,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,2,Matches
51,Bart Verbruggen,nlNED,GK,Brighton,22-258,2002.0,32.0,919,1178,78.0,21660,14682,264,266,99.2,434,442,98.2,216,458,47.2,1,0.0,0.0,1.0,1,17,1,0,2,Matches
52,Ben Brereton,clCHI,FW,Southampton,26-015,1999.0,5.0,128,166,77.1,1836,383,83,95,87.4,36,53,67.9,7,11,63.6,0,0.1,0.1,-0.1,3,9,2,1,9,Matches
53,Ben Chilwell,engENG,DF,Crystal Palace,28-133,1996.0,1.5,45,69,65.2,618,155,26,31,83.9,16,25,64.0,1,9,11.1,0,0.2,0.3,-0.2,2,4,2,0,3,Matches
54,Ben Davies,wlsWAL,DF,Tottenham,32-009,1993.0,11.5,745,833,89.4,13969,5624,253,271,93.4,413,436,94.7,64,98,65.3,0,0.2,0.5,-0.2,2,41,2,0,49,Matches
55,Ben Godfrey,engENG,DF,Ipswich Town,27-108,1998.0,1.8,47,57,82.5,657,255,30,33,90.9,16,18,88.9,0,0,,0,0.0,0.0,0.0,0,5,1,0,4,Matches
56,Ben Johnson,engENG,"DF,FW",Ipswich Town,25-099,2000.0,15.0,296,414,71.5,4812,2035,168,195,86.2,101,135,74.8,24,49,49.0,2,1.3,0.9,0.7,12,21,3,2,26,Matches
57,Ben Mee,engENG,DF,Brentford,35-224,1989.0,2.0,93,120,77.5,1751,688,34,38,89.5,51,60,85.0,8,20,40.0,0,0.0,0.0,0.0,0,10,0,0,11,Matches
58,Ben White,engENG,DF,Arsenal,27-207,1997.0,9.5,421,502,83.9,6823,2340,218,236,92.4,174,205,84.9,20,42,47.6,1,0.8,0.6,0.2,7,37,8,1,42,Matches
59,Ben Winterburn,engENG,"FW,MF",Bournemouth,20-241,2004.0,0.3,5,7,71.4,93,44,2,3,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
60,Benoît Badiashile,frFRA,DF,Chelsea,24-038,2001.0,3.7,273,304,89.8,4820,1473,111,119,93.3,135,144,93.8,21,32,65.6,0,0.0,0.1,0.0,0,37,1,0,17,Matches
61,Bernardo Silva,ptPOR,"MF,FW",Manchester City,30-266,1994.0,26.7,1370,1573,87.1,20876,3837,765,830,92.2,503,569,88.4,72,108,66.7,4,4.4,3.8,-0.4,47,75,33,7,115,Matches
62,Bernd Leno,deGER,GK,Fulham,33-060,1992.0,34.0,1030,1269,81.2,25014,14925,204,205,99.5,613,620,98.9,201,430,46.7,1,0.1,0.1,0.9,2,14,2,0,0,Matches
63,Beto,gwGNB,FW,Everton,27-092,1998.0,13.2,116,205,56.6,1593,177,68,100,68.0,32,66,48.5,7,8,87.5,0,0.8,0.3,-0.8,8,5,3,1,9,Matches
64,Bilal El Khannouss,maMAR,MF,Leicester City,20-358,2004.0,21.3,714,949,75.2,12717,3604,337,393,85.8,277,342,81.0,84,147,57.1,2,3.2,2.7,-1.2,31,81,27,5,118,Matches
65,Billy Gilmour,sctSCO,MF,Brighton,23-326,2001.0,1.1,58,67,86.6,980,346,36,38,94.7,18,22,81.8,4,7,57.1,0,0.0,0.0,0.0,0,12,2,0,11,Matches
66,Bobby De Cordova-Reid,jmJAM,FW,Leicester City,32-090,1993.0,8.3,145,206,70.4,1883,587,88,108,81.5,39,53,73.6,5,15,33.3,2,1.2,0.2,0.8,6,9,5,0,15,Matches
67,Boubacar Kamara,frFRA,MF,Aston Villa,25-161,1999.0,15.3,674,756,89.2,10544,3373,348,372,93.5,287,314,91.4,26,49,53.1,0,0.9,0.7,-0.9,10,77,8,0,72,Matches
68,Boubacar Traoré,mlMLI,MF,Wolves,23-256,2001.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
69,Boubakary Soumaré,frFRA,MF,Leicester City,26-065,1999.0,21.7,982,1132,86.7,14896,4015,535,582,91.9,381,435,87.6,38,54,70.4,0,0.4,0.9,-0.4,11,90,13,2,94,Matches
70,Brajan Gruda,deGER,"FW,MF",Brighton,20-337,2004.0,5.6,138,188,73.4,1846,612,90,109,82.6,32,45,71.1,8,21,38.1,3,1.2,0.9,1.8,14,7,10,1,17,Matches
71,Brandon Austin,engENG,GK,Tottenham,26-115,1999.0,1.0,22,32,68.8,526,386,7,7,100.0,9,9,100.0,6,16,37.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
72,Brennan Johnson,wlsWAL,FW,Tottenham,23-345,2001.0,23.1,438,617,71.0,5790,1591,268,333,80.5,140,185,75.7,11,32,34.4,3,2.3,2.0,0.7,19,25,35,6,70,Matches
73,Bruno Fernandes,ptPOR,MF,Manchester Utd,30-237,1994.0,30.6,1522,2024,75.2,26743,9407,732,844,86.7,547,680,80.4,190,361,52.6,9,7.6,7.0,1.4,84,176,73,11,281,Matches
74,Bruno Guimarães,brBRA,MF,Newcastle Utd,27-168,1997.0,32.4,1305,1589,82.1,21511,7054,644,710,90.7,520,594,87.5,101,179,56.4,6,5.6,5.0,0.4,45,158,67,6,241,Matches
75,Bryan Mbeumo,cmCMR,FW,Brentford,25-269,1999.0,33.9,779,1168,66.7,12432,3854,427,539,79.2,278,384,72.4,60,160,37.5,6,7.9,8.7,-1.9,65,54,55,16,126,Matches
76,Bukayo Saka,engENG,"FW,MF",Arsenal,23-240,2001.0,16.2,470,626,75.1,7266,2140,279,310,90.0,134,185,72.4,41,85,48.2,10,6.7,6.9,3.3,49,13,32,10,61,Matches
77,Caleb Kporha,engENG,DF,Crystal Palace,18-292,2006.0,0.1,5,7,71.4,72,21,4,4,100.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
78,Caleb Okoli,itITA,DF,Leicester City,23-294,2001.0,12.5,558,646,86.4,9738,3849,242,265,91.3,273,300,91.0,36,65,55.4,0,0.0,0.2,0.0,0,21,1,0,32,Matches
79,Callum Hudson-Odoi,engENG,"FW,MF",Nott'ham Forest,24-177,2000.0,23.9,674,820,82.2,9918,1991,396,430,92.1,207,253,81.8,43,84,51.2,2,2.7,2.6,-0.7,44,36,31,11,66,Matches
80,Callum Wilson,engENG,FW,Newcastle Utd,33-065,1992.0,3.0,27,39,69.2,381,77,13,17,76.5,12,15,80.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,3,Matches
81,Calvin Bassey,ngNGA,DF,Fulham,25-123,1999.0,31.2,1759,1964,89.6,30963,10730,746,786,94.9,862,917,94.0,123,204,60.3,0,0.1,0.3,-0.1,2,135,2,0,104,Matches
82,Cameron Archer,engENG,FW,Southampton,23-286,2001.0,15.1,189,233,81.1,2474,337,119,139,85.6,53,58,91.4,5,9,55.6,0,0.4,0.6,-0.4,3,6,7,0,14,Matches
83,Cameron Burgess,auAUS,DF,Ipswich Town,29-194,1995.0,15.1,542,671,80.8,9841,4749,227,250,90.8,249,288,86.5,58,114,50.9,1,0.5,0.3,0.5,6,42,4,0,40,Matches
84,Caoimhín Kelleher,ieIRL,GK,Liverpool,26-161,1998.0,10.0,289,382,75.7,6252,3968,99,99,100.0,147,147,100.0,43,135,31.9,0,0.0,0.0,0.0,0,6,0,0,0,Matches
85,Carlos Alcaraz,arARG,"FW,MF",Everton,22-154,2002.0,5.5,147,192,76.6,2608,703,63,74,85.1,64,74,86.5,15,26,57.7,1,1.3,0.5,-0.3,10,12,15,2,27,Matches
86,Carlos Alcaraz,arARG,MF,Southampton,22-154,2002.0,0.1,13,13,100.0,221,66,7,7,100.0,4,4,100.0,2,2,100.0,0,0.1,0.0,-0.1,1,4,1,1,6,Matches
87,Carlos Baleba,cmCMR,MF,Brighton,21-120,2004.0,25.7,1018,1161,87.7,17164,4360,482,520,92.7,432,471,91.7,83,129,64.3,1,1.3,1.1,-0.3,20,103,22,2,111,Matches
88,Carlos Forbs,ptPOR,"MF,FW",Wolves,21-045,2004.0,2.7,60,91,65.9,788,228,39,51,76.5,19,26,73.1,1,5,20.0,0,0.0,0.1,0.0,1,2,3,1,8,Matches
89,Carlos Soler,esESP,"MF,FW",West Ham,28-121,1997.0,15.0,530,623,85.1,8264,2216,286,303,94.4,198,231,85.7,29,54,53.7,1,1.2,1.3,-0.2,14,41,11,0,52,Matches
90,Carlos Vinícius,brBRA,"MF,FW",Fulham,30-039,1995.0,0.2,1,3,33.3,14,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
91,Casemiro,brBRA,MF,Manchester Utd,33-069,1992.0,14.8,670,854,78.5,11089,3522,318,368,86.4,267,319,83.7,58,97,59.8,0,2.3,1.9,-2.3,20,68,20,6,70,Matches
92,Chadi Riad,maMAR,DF,Crystal Palace,21-320,2003.0,1.0,70,82,85.4,1411,568,24,28,85.7,38,41,92.7,8,13,61.5,0,0.0,0.0,0.0,0,8,1,0,7,Matches
93,Charlie Taylor,engENG,DF,Southampton,31-227,1993.0,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches
94,Cheick Doucouré,mlMLI,MF,Crystal Palace,25-115,2000.0,5.0,174,204,85.3,2909,823,84,94,89.4,70,78,89.7,16,20,80.0,0,0.0,0.1,0.0,1,17,3,0,19,Matches
95,Chidozie Obi-Martin,dkDEN,FW,Manchester Utd,17-155,2007.0,0.7,10,13,76.9,128,33,3,4,75.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
96,Chiedozie Ogbene,ieIRL,FW,Ipswich Town,28-002,1997.0,2.6,32,43,74.4,415,27,20,24,83.3,8,10,80.0,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
97,Chiquinho,ptPOR,MF,Wolves,25-087,2000.0,0.1,3,3,100.0,71,22,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,1,0,1,1,0,Matches
98,Chris Richards,usUSA,DF,Crystal Palace,25-036,2000.0,17.4,583,719,81.1,10347,3673,239,268,89.2,289,320,90.3,46,104,44.2,0,0.1,0.6,-0.1,2,20,0,0,34,Matches
99,Chris Wood,nzNZL,FW,Nott'ham Forest,33-147,1991.0,28.9,277,419,66.1,3819,827,171,240,71.3,71,109,65.1,15,21,71.4,3,2.4,1.3,0.6,18,15,8,1,34,Matches
100,Christian Eriksen,dkDEN,MF,Manchester Utd,33-078,1992.0,11.0,548,689,79.5,9150,2818,296,322,91.9,175,218,80.3,56,114,49.1,1,2.6,2.1,-1.6,23,53,8,2,49,Matches
101,Christian Nørgaard,dkDEN,MF,Brentford,31-054,1994.0,27.3,1012,1238,81.7,16748,5593,503,577,87.2,426,496,85.9,65,111,58.6,2,0.8,0.9,1.2,16,124,23,3,126,Matches
102,Christian Walton,engENG,GK,Ipswich Town,29-175,1995.0,6.0,152,226,67.3,4170,2976,41,41,100.0,69,71,97.2,42,114,36.8,0,0.0,0.0,0.0,1,1,0,0,0,Matches
103,Christopher Nkunku,frFRA,FW,Chelsea,27-170,1997.0,10.2,299,334,89.5,3928,760,185,202,91.6,95,103,92.2,6,6,100.0,2,2.1,1.0,-0.1,14,26,7,0,25,Matches
104,Cody Gakpo,nlNED,FW,Liverpool,25-361,1999.0,18.1,415,546,76.0,5915,1506,256,296,86.5,129,192,67.2,16,29,55.2,3,3.5,2.9,-0.5,33,22,26,8,51,Matches
105,Cole Palmer,engENG,MF,Chelsea,22-362,2002.0,31.5,1019,1325,76.9,19338,5022,427,497,85.9,414,488,84.8,155,260,59.6,8,9.3,7.9,-1.3,78,145,61,17,194,Matches
106,Conor Bradley,nirNIR,DF,Liverpool,21-298,2003.0,5.9,358,427,83.8,5339,1376,206,225,91.6,134,152,88.2,11,31,35.5,1,0.5,0.6,0.5,5,20,3,1,25,Matches
107,Conor Chaplin,engENG,"MF,FW",Ipswich Town,28-076,1997.0,7.2,173,236,73.3,2702,699,86,103,83.5,76,97,78.4,6,18,33.3,1,0.6,0.6,0.4,6,17,7,2,25,Matches
108,Conor Coady,engENG,DF,Leicester City,32-067,1993.0,15.0,764,843,90.6,13171,4968,326,337,96.7,388,401,96.8,46,87,52.9,0,0.1,0.5,-0.1,1,31,2,0,28,Matches
109,Conor Townsend,engENG,DF,Ipswich Town,32-060,1993.0,3.7,80,127,63.0,1418,756,32,39,82.1,41,55,74.5,7,24,29.2,1,0.7,0.2,0.3,4,7,2,2,8,Matches
110,Craig Dawson,engENG,DF,Wolves,34-362,1990.0,10.8,484,559,86.6,9745,3180,149,161,92.5,267,287,93.0,57,95,60.0,0,0.0,0.1,0.0,2,22,1,0,20,Matches
111,Cristian Romero,arARG,DF,Tottenham,27-006,1998.0,15.7,1094,1223,89.5,20402,8197,370,405,91.4,630,665,94.7,80,126,63.5,0,0.6,0.8,-0.6,7,109,8,1,71,Matches
112,Crysencio Summerville,nlNED,"FW,MF",West Ham,23-185,2001.0,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches
