Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,Pto1/3,PPA,CrsPA,PrgPp,Matches
113,Curtis Jones,engENG,"MF,DF",Liverpool,24-093,2001.0,16.0,821,881,93.2,11932,2386,474,489,96.9,295,319,92.5,31,41,75.6,3,1.0,1.4,2.0,19,60,16,0,85,Matches
114,Daichi Kamada,jpJPN,MF,Crystal Palace,28-271,1996.0,14.9,511,643,79.5,8122,2137,277,315,87.9,196,239,82.0,27,49,55.1,0,1.8,1.4,-1.8,19,39,13,2,73,Matches
115,Dan Burn,engENG,DF,Newcastle Utd,32-359,1992.0,33.0,1578,1766,89.4,28670,9967,554,609,91.0,917,967,94.8,94,151,62.3,0,0.9,1.0,-0.9,8,35,7,0,56,Matches
116,Dane Scarlett,engENG,"FW,MF",Tottenham,21-040,2004.0,0.4,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,1.0,1,0,0,0,1,Matches
117,Dango Ouattara,bfBFA,FW,Bournemouth,23-081,2002.0,21.5,354,592,59.8,5548,1604,203,280,72.5,115,184,62.5,25,66,37.9,4,5.2,3.3,-1.2,32,20,24,10,41,Matches
118,Daniel Bentley,engENG,GK,Wolves,31-294,1993.0,1.0,20,34,58.8,552,422,2,2,100.0,12,12,100.0,6,20,30.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
119,Daniel Jebbison,engENG,FW,Bournemouth,21-263,2003.0,0.8,26,31,83.9,232,36,17,19,89.5,1,1,100.0,0,1,0.0,0,0.2,0.1,-0.2,3,1,1,0,3,Matches
120,Daniel Muñoz,coCOL,DF,Crystal Palace,28-342,1996.0,31.9,1004,1324,75.8,15308,4450,569,664,85.7,374,485,77.1,43,97,44.3,4,4.4,3.1,-0.4,39,53,31,13,83,Matches
121,Daniel Podence,ptPOR,"MF,FW",Wolves,29-194,1995.0,0.5,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
122,Danilo,brBRA,"MF,FW",Nott'ham Forest,24-004,2001.0,3.0,89,114,78.1,1435,534,43,51,84.3,36,43,83.7,6,10,60.0,0,0.0,0.0,0.0,0,13,0,0,11,Matches
123,Danny Ings,engENG,"FW,MF",West Ham,32-284,1992.0,3.2,63,92,68.5,830,126,41,49,83.7,19,29,65.5,1,5,20.0,2,1.3,0.1,0.7,6,4,1,0,5,Matches
124,Danny Ward,wlsWAL,GK,Leicester City,31-315,1993.0,1.5,41,53,77.4,1162,949,6,6,100.0,20,20,100.0,15,27,55.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
125,Danny Welbeck,engENG,FW,Brighton,34-158,1990.0,20.6,352,419,84.0,4120,812,233,271,86.0,78,89,87.6,8,8,100.0,4,1.1,1.3,2.9,17,15,12,0,40,Matches
126,Dara O'Shea,ieIRL,DF,Ipswich Town,26-060,1999.0,30.7,1084,1396,77.7,21631,9474,349,404,86.4,603,711,84.8,121,240,50.4,2,0.5,0.7,1.5,3,81,3,1,70,Matches
127,Darwin Núñez,uyURU,FW,Liverpool,25-313,1999.0,11.3,147,208,70.7,2203,546,79,98,80.6,45,61,73.8,12,18,66.7,2,1.2,0.4,0.8,9,9,2,0,27,Matches
128,David Brooks,wlsWAL,"FW,MF",Bournemouth,27-299,1997.0,9.1,243,328,74.1,3748,1129,138,163,84.7,80,105,76.2,18,36,50.0,0,1.7,1.7,-1.7,16,15,15,5,27,Matches
129,David Raya,esESP,GK,Arsenal,29-230,1995.0,34.0,945,1265,74.7,22291,15282,265,267,99.3,491,499,98.4,188,494,38.1,0,0.0,0.1,0.0,0,39,1,0,12,Matches
130,Dean Henderson,engENG,GK,Crystal Palace,28-052,1997.0,34.0,672,1087,61.8,18496,12196,162,163,99.4,319,321,99.4,187,598,31.3,0,0.1,0.1,-0.1,2,20,1,0,0,Matches
131,Dean Huijsen,esESP,DF,Bournemouth,20-019,2005.0,23.8,1147,1372,83.6,23184,9179,366,411,89.1,617,675,91.4,153,253,60.5,1,2.0,1.5,-1.0,14,142,7,2,112,Matches
132,Declan Rice,engENG,MF,Arsenal,26-109,1999.0,28.6,1285,1537,83.6,21932,5804,634,686,92.4,514,569,90.3,112,227,49.3,7,6.5,5.5,0.5,55,123,34,5,175,Matches
133,Dejan Kulusevski,seSWE,"MF,FW",Tottenham,25-008,2000.0,25.3,644,872,73.9,9046,2890,386,448,86.2,200,256,78.1,31,77,40.3,4,6.1,3.9,-2.1,64,61,52,6,122,Matches
134,Destiny Udogie,itITA,DF,Tottenham,22-156,2002.0,20.4,947,1084,87.4,13710,4612,533,584,91.3,359,397,90.4,24,30,80.0,1,1.5,1.2,-0.5,16,88,6,1,120,Matches
135,Diego Carlos,brBRA,DF,Aston Villa,32-049,1993.0,9.2,534,603,88.6,10941,4103,138,151,91.4,341,362,94.2,54,83,65.1,0,0.0,0.1,0.0,0,23,1,0,34,Matches
136,Diego Gómez,pyPAR,MF,Brighton,22-037,2003.0,4.9,206,258,79.8,3195,743,115,134,85.8,74,88,84.1,12,23,52.2,0,0.5,0.8,-0.5,5,12,5,1,20,Matches
137,Diogo Dalot,ptPOR,DF,Manchester Utd,26-046,1999.0,31.0,1336,1659,80.5,21497,6609,691,769,89.9,519,634,81.9,93,168,55.4,3,2.0,2.5,1.0,26,61,25,8,102,Matches
138,Diogo Jota,ptPOR,FW,Liverpool,28-150,1996.0,12.2,201,289,69.6,3050,750,108,142,76.1,69,93,74.2,13,21,61.9,3,1.8,1.1,1.2,11,29,3,1,33,Matches
139,Divin Mubama,engENG,FW,Manchester City,20-190,2004.0,0.3,2,3,66.7,44,18,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
140,Djed Spence,engENG,DF,Tottenham,24-267,2000.0,16.8,875,1017,86.0,12585,3709,514,549,93.6,302,348,86.8,31,57,54.4,2,1.7,1.3,0.3,10,73,17,7,98,Matches
141,Dominic Calvert-Lewin,engENG,FW,Everton,28-048,1997.0,17.5,174,278,62.6,2035,488,126,180,70.0,35,60,58.3,3,8,37.5,1,0.6,0.7,0.4,7,19,5,1,19,Matches
142,Dominic Solanke,engENG,FW,Tottenham,27-231,1997.0,23.5,250,352,71.0,3344,914,153,201,76.1,64,83,77.1,12,18,66.7,3,2.9,1.1,0.1,14,27,9,0,45,Matches
143,Dominik Szoboszlai,huHUN,MF,Liverpool,24-190,2000.0,25.1,1015,1201,84.5,15678,3132,556,623,89.2,327,371,88.1,82,114,71.9,5,6.2,5.1,-1.2,51,78,31,5,114,Matches
144,Donyell Malen,nlNED,FW,Aston Villa,26-114,1999.0,3.0,45,64,70.3,580,124,29,35,82.9,12,16,75.0,2,4,50.0,0,0.1,0.1,-0.1,2,2,1,0,5,Matches
145,Dwight McNeil,engENG,"MF,FW",Everton,25-162,1999.0,13.2,390,534,73.0,7325,2513,181,210,86.2,137,169,81.1,64,121,52.9,4,3.8,3.8,0.2,33,35,33,10,61,Matches
146,Eberechi Eze,engENG,"MF,FW",Crystal Palace,26-308,1998.0,26.0,707,948,74.6,11848,3088,349,409,85.3,276,331,83.4,64,148,43.2,8,5.2,3.8,2.8,53,46,32,3,85,Matches
147,Eddie Nketiah,engENG,"FW,MF",Crystal Palace,25-338,1999.0,9.8,165,220,75.0,2479,509,89,112,79.5,55,66,83.3,12,17,70.6,1,1.5,0.8,-0.5,11,11,4,0,17,Matches
148,Ederson,brBRA,GK,Manchester City,31-259,1993.0,22.8,730,828,88.2,17943,11813,129,129,100.0,421,428,98.4,177,267,66.3,4,1.5,0.2,2.5,4,20,1,0,1,Matches
149,Edmond-Paris Maghoma,engENG,"MF,FW",Brentford,23-360,2001.0,1.3,76,84,90.5,1259,343,38,40,95.0,29,31,93.5,6,7,85.7,0,0.1,0.0,-0.1,1,2,0,0,13,Matches
150,Edson Álvarez,mxMEX,MF,West Ham,27-191,1997.0,18.1,763,890,85.7,12894,3657,372,419,88.8,322,359,89.7,61,83,73.5,1,0.8,0.8,0.2,11,80,11,3,75,Matches
151,Eiran Cashin,ieIRL,DF,Brighton,23-175,2001.0,0.2,23,28,82.1,407,196,9,10,90.0,13,13,100.0,1,5,20.0,0,0.0,0.0,0.0,0,5,0,0,6,Matches
152,Elliot Anderson,engENG,MF,Nott'ham Forest,22-178,2002.0,26.4,895,1151,77.8,14190,4880,476,534,89.1,321,401,80.0,65,140,46.4,6,3.1,3.3,2.9,34,93,18,2,118,Matches
153,Emerson Palmieri,itITA,DF,West Ham,30-273,1994.0,22.4,827,1035,79.9,12096,4432,493,549,89.8,272,335,81.2,42,99,42.4,1,1.5,2.2,-0.5,16,49,13,5,64,Matches
154,Emi Buendía,arARG,"MF,FW",Aston Villa,28-129,1996.0,1.1,49,60,81.7,624,166,33,36,91.7,12,14,85.7,1,5,20.0,0,0.0,0.0,0.0,1,4,1,0,7,Matches
155,Emil Krafth,seSWE,DF,Newcastle Utd,30-274,1994.0,3.2,104,130,80.0,1661,734,49,60,81.7,46,53,86.8,5,10,50.0,0,0.1,0.0,-0.1,1,6,0,0,7,Matches
156,Emile Smith Rowe,engENG,MF,Fulham,24-279,2000.0,20.6,834,927,90.0,11939,2309,485,527,92.0,308,323,95.4,18,26,69.2,2,1.1,1.7,0.9,18,74,15,1,120,Matches
157,Emiliano Martínez,arARG,GK,Aston Villa,32-243,1992.0,32.0,986,1248,79.0,25707,15650,174,178,97.8,573,584,98.1,239,479,49.9,0,0.5,0.1,-0.5,2,21,0,0,3,Matches
158,Emmanuel Agbadou,ciCIV,DF,Wolves,27-320,1997.0,12.7,663,780,85.0,13505,4751,210,229,91.7,358,386,92.7,89,146,61.0,0,0.2,0.3,-0.2,4,26,1,0,22,Matches
159,Enes Ünal,trTUR,"FW,MF",Bournemouth,27-358,1997.0,3.8,63,99,63.6,685,192,40,52,76.9,17,28,60.7,0,1,0.0,1,0.4,0.3,0.6,4,4,4,0,12,Matches
160,Enzo Fernández,arARG,MF,Chelsea,24-106,2001.0,28.8,1397,1746,80.0,24772,6960,642,723,88.8,572,674,84.9,150,257,58.4,7,6.3,6.0,0.7,71,155,39,7,196,Matches
161,Eric da Silva Moreira,deGER,"MF,DF",Nott'ham Forest,19-000,2006.0,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
162,Erling Haaland,noNOR,FW,Manchester City,24-286,2000.0,27.6,225,341,66.0,2706,532,156,221,70.6,50,75,66.7,4,6,66.7,3,2.8,1.8,0.2,26,9,7,1,18,Matches
163,Ethan Nwaneri,engENG,"FW,MF",Arsenal,18-043,2007.0,9.1,304,379,80.2,4385,1143,192,208,92.3,82,107,76.6,18,35,51.4,2,1.0,1.6,1.0,12,16,13,6,30,Matches
164,Ethan Pinnock,jmJAM,DF,Brentford,31-339,1993.0,21.3,924,1080,85.6,17045,6094,360,382,94.2,472,528,89.4,84,145,57.9,0,1.2,0.7,-1.2,8,48,4,1,41,Matches
165,Evan Ferguson,ieIRL,FW,Brighton,20-196,2004.0,2.7,43,58,74.1,484,44,31,36,86.1,8,11,72.7,1,4,25.0,0,0.4,0.4,-0.4,3,1,0,0,1,Matches
166,Evan Ferguson,ieIRL,FW,West Ham,20-196,2004.0,1.6,26,33,78.8,317,11,20,24,83.3,5,7,71.4,0,1,0.0,0,0.3,0.3,-0.3,2,0,0,0,0,Matches
167,Evanilson,brBRA,FW,Bournemouth,25-209,1999.0,21.9,201,291,69.1,2409,497,129,173,74.6,41,58,70.7,9,14,64.3,1,1.6,1.7,-0.6,23,14,2,0,19,Matches
168,Ezri Konsa,engENG,DF,Aston Villa,27-192,1997.0,28.6,1372,1480,92.7,22993,7566,598,621,96.3,707,739,95.7,52,80,65.0,0,0.4,0.5,-0.4,5,93,1,0,73,Matches
169,Fabian Schär,chSUI,DF,Newcastle Utd,33-134,1991.0,28.6,1458,1744,83.6,29169,11249,507,548,92.5,773,834,92.7,169,329,51.4,0,0.4,0.9,-0.4,5,139,10,0,95,Matches
170,Fabio Carvalho,ptPOR,"FW,MF",Brentford,22-246,2002.0,5.1,126,178,70.8,1755,442,78,94,83.0,32,45,71.1,7,18,38.9,1,0.7,0.6,0.3,4,11,5,1,17,Matches
171,Facundo Buonanotte,arARG,"FW,MF",Leicester City,20-131,2004.0,16.4,430,561,76.6,6782,1709,234,273,85.7,145,177,81.9,35,72,48.6,2,3.1,2.3,-1.1,24,40,13,2,52,Matches
172,Federico Chiesa,itITA,FW,Liverpool,27-190,1997.0,0.4,21,25,84.0,247,63,15,16,93.8,4,6,66.7,1,1,100.0,0,0.0,0.1,0.0,0,3,0,0,2,Matches
173,Ferdi Kadioglu,trTUR,"DF,MF",Brighton,25-208,1999.0,4.3,144,175,82.3,2372,698,73,82,89.0,61,74,82.4,9,14,64.3,0,0.2,0.3,-0.2,5,10,9,4,15,Matches
174,Filip Jørgensen,dkDEN,GK,Chelsea,23-017,2002.0,6.0,158,189,83.6,2843,1649,64,64,100.0,79,81,97.5,11,40,27.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches
175,Flynn Downes,engENG,MF,Southampton,26-103,1999.0,19.9,851,948,89.8,12498,2528,486,525,92.6,303,330,91.8,31,46,67.4,0,1.1,1.3,-1.1,15,52,11,0,59,Matches
176,Frank Onyeka,ngNGA,MF,Brentford,27-122,1998.0,0.3,6,7,85.7,71,19,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
177,Fraser Forster,engENG,GK,Tottenham,37-047,1988.0,7.0,168,198,84.8,3349,2105,54,55,98.2,86,90,95.6,23,47,48.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
178,Gabriel Jesus,brBRA,FW,Arsenal,28-030,1997.0,6.8,156,203,76.8,2030,378,103,128,80.5,41,47,87.2,4,6,66.7,0,0.7,0.5,-0.7,8,10,9,1,19,Matches
179,Gabriel Magalhães,brBRA,DF,Arsenal,27-135,1997.0,26.3,1480,1641,90.2,25788,7938,598,617,96.9,782,830,94.2,83,154,53.9,1,0.9,1.2,0.1,13,145,8,0,126,Matches
180,Gabriel Martinelli,brBRA,"FW,MF",Arsenal,23-319,2001.0,21.7,429,604,71.0,6240,1342,276,332,83.1,119,172,69.2,24,47,51.1,4,4.5,4.0,-0.5,34,10,30,13,44,Matches
181,George Edmundson,engENG,DF,Ipswich Town,27-245,1997.0,0.0,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
182,George Hirst,sctSCO,FW,Ipswich Town,26-077,1999.0,5.2,55,100,55.0,644,188,38,57,66.7,11,23,47.8,1,2,50.0,1,0.3,0.1,0.7,3,1,4,0,12,Matches
183,Georginio Rutter,frFRA,"MF,FW",Brighton,23-013,2002.0,18.4,237,355,66.8,3344,1174,144,187,77.0,74,111,66.7,10,16,62.5,3,2.5,1.7,0.5,19,30,16,1,67,Matches
184,Gonçalo Guedes,ptPOR,"MF,FW",Wolves,28-155,1996.0,8.7,192,264,72.7,3194,816,98,117,83.8,76,100,76.0,13,29,44.8,4,1.1,0.7,2.9,11,13,17,5,31,Matches
185,Guglielmo Vicario,itITA,GK,Tottenham,28-208,1996.0,22.0,709,798,88.8,13716,8006,226,228,99.1,399,410,97.3,77,151,51.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
186,Guido Rodríguez,arARG,MF,West Ham,31-021,1994.0,11.3,419,498,84.1,7149,2000,201,230,87.4,180,197,91.4,32,51,62.7,0,0.1,0.1,-0.1,3,36,1,0,31,Matches
187,Gustavo Nunes,brBRA,"MF,FW",Brentford,19-164,2005.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
188,Hamza Choudhury,bdBAN,"MF,DF",Leicester City,27-214,1997.0,1.5,72,84,85.7,991,249,47,50,94.0,23,29,79.3,2,4,50.0,0,0.4,0.2,-0.4,2,10,1,1,3,Matches
189,Harrison Armstrong,engENG,MF,Everton,18-104,2007.0,0.5,7,15,46.7,149,15,3,4,75.0,2,5,40.0,2,4,50.0,0,0.1,0.0,-0.1,1,1,0,0,1,Matches
190,Harrison Reed,engENG,MF,Fulham,30-096,1995.0,1.0,39,54,72.2,550,138,21,24,87.5,13,16,81.3,2,5,40.0,0,0.1,0.1,-0.1,1,1,1,0,4,Matches
191,Harry Amass,engENG,DF,Manchester Utd,18-048,2007.0,1.8,77,93,82.8,906,172,53,58,91.4,19,25,76.0,1,4,25.0,0,0.0,0.0,0.0,1,3,0,0,4,Matches
192,Harry Clarke,engENG,DF,Ipswich Town,24-062,2001.0,4.2,190,236,80.5,3442,1226,87,95,91.6,77,88,87.5,23,40,57.5,0,0.0,0.1,0.0,1,21,1,0,14,Matches
193,Harry Maguire,engENG,DF,Manchester Utd,32-059,1993.0,16.5,812,942,86.2,15170,5135,302,329,91.8,433,476,91.0,67,115,58.3,0,0.3,0.2,-0.3,6,42,3,0,43,Matches
194,Harry Toffolo,engENG,DF,Nott'ham Forest,29-257,1995.0,1.5,47,67,70.1,653,304,30,32,93.8,15,24,62.5,1,7,14.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
195,Harry Wilson,wlsWAL,"FW,MF",Fulham,28-042,1997.0,10.4,279,379,73.6,4685,1220,143,169,84.6,105,134,78.4,26,59,44.1,1,1.1,1.1,-0.1,19,23,13,1,46,Matches
196,Harry Winks,engENG,MF,Leicester City,29-090,1996.0,17.1,910,1045,87.1,14101,5048,471,511,92.2,362,397,91.2,44,76,57.9,2,1.2,1.5,0.8,17,110,7,5,101,Matches
197,Harvey Barnes,engENG,FW,Newcastle Utd,27-145,1997.0,15.7,402,507,79.3,5599,1604,258,296,87.2,127,170,74.7,11,17,64.7,4,3.7,4.2,0.3,21,21,34,8,69,Matches
198,Harvey Elliott,engENG,"MF,FW",Liverpool,22-029,2003.0,2.2,156,192,81.3,2693,649,84,91,92.3,52,66,78.8,15,23,65.2,1,0.9,0.5,0.1,6,15,4,0,26,Matches
199,Hwang Hee-chan,krKOR,"MF,FW",Wolves,29-097,1996.0,7.2,159,195,81.5,2061,395,107,123,87.0,40,47,85.1,4,5,80.0,0,0.1,0.3,-0.1,3,7,4,2,12,Matches
200,Hákon Rafn Valdimarsson,isISL,GK,Brentford,23-202,2001.0,1.6,46,70,65.7,1445,1110,8,8,100.0,21,21,100.0,17,41,41.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
201,Ian Maatsen,nlNED,DF,Aston Villa,23-054,2002.0,9.9,507,620,81.8,8095,2117,254,287,88.5,220,256,85.9,23,43,53.5,2,2.7,2.3,-0.7,18,20,15,3,39,Matches
202,Ibrahim Sangaré,ciCIV,MF,Nott'ham Forest,27-152,1997.0,3.3,131,163,80.4,1910,624,78,87,89.7,41,50,82.0,8,13,61.5,1,0.4,0.1,0.6,4,11,2,0,14,Matches
203,Ibrahima Konaté,frFRA,DF,Liverpool,25-343,1999.0,25.8,1581,1751,90.3,29259,10055,547,584,93.7,937,985,95.1,88,158,55.7,2,1.0,0.9,1.0,10,125,8,0,103,Matches
204,Idrissa Gana Gueye,snSEN,MF,Everton,35-219,1989.0,30.1,1062,1228,86.5,18071,4729,524,578,90.7,428,473,90.5,94,127,74.0,3,1.7,1.9,1.3,19,130,10,3,126,Matches
205,Igor,brBRA,DF,Brighton,27-085,1998.0,10.0,628,682,92.1,11358,3723,248,257,96.5,337,354,95.2,40,56,71.4,0,0.2,0.3,-0.2,1,35,2,1,44,Matches
206,Iliman Ndiaye,snSEN,FW,Everton,25-058,2000.0,24.0,514,638,80.6,7768,1590,300,349,86.0,169,197,85.8,34,50,68.0,0,1.6,1.2,-1.6,17,34,14,5,45,Matches
207,Illia Zabarnyi,uaUKR,DF,Bournemouth,22-244,2002.0,30.6,1216,1495,81.3,25696,9553,328,364,90.1,712,786,90.6,167,316,52.8,0,0.6,0.5,-0.6,11,131,6,0,125,Matches
208,Ismaila Sarr,snSEN,"MF,FW",Crystal Palace,27-067,1998.0,26.6,438,658,66.6,6582,1956,237,317,74.8,165,233,70.8,21,44,47.7,4,7.0,5.6,-3.0,37,26,36,8,76,Matches
209,Issa Diop,frFRA,DF,Fulham,28-114,1997.0,14.9,663,758,87.5,12350,4179,233,252,92.5,379,408,92.9,46,87,52.9,0,0.1,0.1,-0.1,3,43,1,0,25,Matches
210,Jack Clarke,engENG,"FW,MF",Ipswich Town,24-161,2000.0,11.5,260,342,76.0,4206,1057,137,158,86.7,107,125,85.6,13,28,46.4,4,2.0,1.0,2.0,23,24,6,0,33,Matches
211,Jack Grealish,engENG,"FW,MF",Manchester City,29-235,1995.0,8.0,381,435,87.6,5676,986,246,264,93.2,115,131,87.8,18,26,69.2,1,1.8,1.7,-0.8,24,23,16,0,52,Matches
212,Jack Harrison,engENG,FW,Everton,28-164,1996.0,21.0,374,592,63.2,5976,2210,214,263,81.4,109,159,68.6,34,100,34.0,0,3.7,3.1,-3.7,32,26,24,10,45,Matches
213,Jack Hinshelwood,engENG,"DF,MF",Brighton,20-022,2005.0,18.6,800,959,83.4,12164,2932,467,512,91.2,259,307,84.4,54,100,54.0,2,1.3,1.5,0.7,15,33,9,2,60,Matches
214,Jack Stephens,engENG,DF,Southampton,31-096,1994.0,12.9,751,817,91.9,12975,3649,302,325,92.9,395,419,94.3,39,48,81.3,0,0.2,0.3,-0.2,3,46,5,0,50,Matches
215,Jack Taylor,ieIRL,MF,Ipswich Town,26-314,1998.0,7.6,273,336,81.3,4780,1348,121,140,86.4,128,148,86.5,19,35,54.3,0,0.5,0.8,-0.5,5,28,8,1,39,Matches
216,Jacob Greaves,engENG,DF,Ipswich Town,24-233,2000.0,20.5,791,915,86.4,12967,5007,376,404,93.1,374,415,90.1,29,70,41.4,0,0.0,0.2,0.0,2,59,1,0,51,Matches
217,Jacob Murphy,engENG,FW,Newcastle Utd,30-068,1995.0,23.2,593,869,68.2,8970,2826,360,428,84.1,182,272,66.9,39,91,42.9,11,8.1,5.3,2.9,38,46,34,14,63,Matches
218,Jacob Ramsey,engENG,"FW,MF",Aston Villa,23-340,2001.0,16.5,470,550,85.5,6225,1446,324,352,92.0,117,139,84.2,14,19,73.7,3,2.1,2.1,0.9,18,30,20,1,64,Matches
219,Jaden Philogene Bidace,engENG,"FW,MF",Aston Villa,23-084,2002.0,3.7,63,86,73.3,850,161,40,49,81.6,18,21,85.7,2,3,66.7,0,0.3,0.2,-0.3,1,1,3,0,4,Matches
220,Jaden Philogene Bidace,engENG,"FW,DF",Ipswich Town,23-084,2002.0,5.3,95,131,72.5,1536,414,54,64,84.4,30,41,73.2,6,12,50.0,0,0.2,0.2,-0.2,5,7,4,3,10,Matches
221,Jadon Sancho,engENG,FW,Chelsea,25-039,2000.0,18.5,624,756,82.5,8433,1950,388,435,89.2,200,238,84.0,13,26,50.0,4,3.4,3.0,0.6,35,25,46,0,86,Matches
222,Jahmai Simpson-Pusey,engENG,DF,Manchester City,19-180,2005.0,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches
223,Jake Evans,,FW,Leicester City,,,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
224,Jake O'Brien,ieIRL,DF,Everton,23-353,2001.0,14.5,461,597,77.2,8367,3329,207,234,88.5,197,251,78.5,51,81,63.0,0,0.6,0.3,-0.6,6,37,8,5,41,Matches
225,Jakub Kiwior,plPOL,DF,Arsenal,25-077,2000.0,8.5,494,543,91.0,8754,2525,187,199,94.0,283,297,95.3,22,39,56.4,0,0.3,0.2,-0.3,3,45,3,0,35,Matches
