Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgCs,PrgPs,PrgRs,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
189,Harrison Armstrong,engENG,MF,Everton,18-104,2007.0,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82,Matches
190,Harrison Reed,engENG,MF,Fulham,30-096,1995.0,11,0,93,1.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.3,0.22,0.3,Matches
191,Harry Amass,engENG,DF,Manchester Utd,18-048,2007.0,3,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,12,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
192,Harry Clarke,engENG,DF,Ipswich Town,24-062,2001.0,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
193,Harry Maguire,engENG,DF,Manchester Utd,32-059,1993.0,23,17,"1,483",16.5,1,0,1,1,0,0,7,0,1.4,1.4,0.3,1.7,6,43,6,0.06,0.0,0.06,0.06,0.06,0.09,0.02,0.1,0.09,0.1,Matches
194,Harry Toffolo,engENG,DF,Nott'ham Forest,29-257,1995.0,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
195,Harry Wilson,wlsWAL,"FW,MF",Fulham,28-042,1997.0,21,9,937,10.4,5,1,6,5,0,0,2,0,3.2,3.2,1.1,4.3,16,46,79,0.48,0.1,0.58,0.48,0.58,0.31,0.1,0.42,0.31,0.42,Matches
196,Harry Winks,engENG,MF,Leicester City,29-090,1996.0,22,17,"1,538",17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,Matches
197,Harvey Barnes,engENG,FW,Newcastle Utd,27-145,1997.0,29,13,"1,413",15.7,9,4,13,9,0,0,0,0,6.3,6.3,3.7,10.0,74,69,159,0.57,0.25,0.83,0.57,0.83,0.4,0.24,0.64,0.4,0.64,Matches
198,Harvey Elliott,engENG,"MF,FW",Liverpool,22-029,2003.0,14,0,199,2.2,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.6,7,26,23,0.0,0.45,0.45,0.0,0.45,0.33,0.39,0.72,0.33,0.72,Matches
199,Hwang Hee-chan,krKOR,"MF,FW",Wolves,29-097,1996.0,20,5,651,7.2,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,41,0.28,0.0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches
200,Hákon Rafn Valdimarsson,isISL,GK,Brentford,23-202,2001.0,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
201,Ian Maatsen,nlNED,DF,Aston Villa,23-054,2002.0,25,7,887,9.9,1,2,3,1,0,0,2,0,0.7,0.7,2.7,3.4,26,39,84,0.1,0.2,0.3,0.1,0.3,0.08,0.27,0.35,0.08,0.35,Matches
202,Ibrahim Sangaré,ciCIV,MF,Nott'ham Forest,27-152,1997.0,9,3,295,3.3,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,0,14,2,0.0,0.31,0.31,0.0,0.31,0.01,0.12,0.12,0.01,0.12,Matches
203,Ibrahima Konaté,frFRA,DF,Liverpool,25-343,1999.0,28,27,"2,320",25.8,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,21,103,3,0.04,0.08,0.12,0.04,0.12,0.07,0.04,0.1,0.07,0.1,Matches
204,Idrissa Gana Gueye,snSEN,MF,Everton,35-219,1989.0,33,31,"2,705",30.1,0,3,3,0,0,0,8,0,1.1,1.1,1.7,2.8,24,126,23,0.0,0.1,0.1,0.0,0.1,0.04,0.06,0.09,0.04,0.09,Matches
205,Igor,brBRA,DF,Brighton,27-085,1998.0,12,9,903,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
206,Iliman Ndiaye,snSEN,FW,Everton,25-058,2000.0,29,26,"2,162",24.0,7,0,7,5,2,2,3,0,5.2,3.6,1.6,5.2,79,45,106,0.29,0.0,0.29,0.21,0.21,0.22,0.07,0.28,0.15,0.22,Matches
207,Illia Zabarnyi,uaUKR,DF,Bournemouth,22-244,2002.0,32,31,"2,752",30.6,0,0,0,0,0,0,3,1,1.1,1.1,0.6,1.6,24,125,4,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
208,Ismaila Sarr,snSEN,"MF,FW",Crystal Palace,27-067,1998.0,34,26,"2,392",26.6,7,4,11,7,0,0,4,0,8.7,8.7,7.0,15.7,67,76,164,0.26,0.15,0.41,0.26,0.41,0.33,0.26,0.59,0.33,0.59,Matches
209,Issa Diop,frFRA,DF,Fulham,28-114,1997.0,21,15,"1,339",14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches
210,Jack Clarke,engENG,"FW,MF",Ipswich Town,24-161,2000.0,28,11,"1,033",11.5,0,4,4,0,0,0,2,0,1.0,1.0,2.0,2.9,30,33,47,0.0,0.35,0.35,0.0,0.35,0.09,0.17,0.26,0.09,0.26,Matches
211,Jack Grealish,engENG,"FW,MF",Manchester City,29-235,1995.0,19,7,720,8.0,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3.0,69,52,118,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches
212,Jack Harrison,engENG,FW,Everton,28-164,1996.0,30,22,"1,887",21.0,1,0,1,1,0,0,0,0,3.3,3.3,3.7,7.0,62,45,116,0.05,0.0,0.05,0.05,0.05,0.16,0.18,0.33,0.16,0.33,Matches
213,Jack Hinshelwood,engENG,"DF,MF",Brighton,20-022,2005.0,22,20,"1,676",18.6,2,2,4,2,0,0,5,0,1.5,1.5,1.3,2.8,16,60,46,0.11,0.11,0.21,0.11,0.21,0.08,0.07,0.15,0.08,0.15,Matches
214,Jack Stephens,engENG,DF,Southampton,31-096,1994.0,16,14,"1,164",12.9,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,13,50,2,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.06,0.04,0.06,Matches
215,Jack Taylor,ieIRL,MF,Ipswich Town,26-314,1998.0,28,2,685,7.6,1,0,1,1,0,0,3,0,0.7,0.7,0.5,1.2,11,39,18,0.13,0.0,0.13,0.13,0.13,0.09,0.07,0.16,0.09,0.16,Matches
216,Jacob Greaves,engENG,DF,Ipswich Town,24-233,2000.0,21,21,"1,845",20.5,1,0,1,1,0,0,5,0,1.2,1.2,0.0,1.3,6,51,7,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.06,0.06,0.06,Matches
217,Jacob Murphy,engENG,FW,Newcastle Utd,30-068,1995.0,31,27,"2,084",23.2,8,11,19,8,0,0,3,0,5.6,5.6,8.1,13.7,69,63,210,0.35,0.48,0.82,0.35,0.82,0.24,0.35,0.59,0.24,0.59,Matches
218,Jacob Ramsey,engENG,"FW,MF",Aston Villa,23-340,2001.0,26,18,"1,485",16.5,1,3,4,1,0,0,2,0,1.4,1.4,2.1,3.5,57,64,103,0.06,0.18,0.24,0.06,0.24,0.09,0.12,0.21,0.09,0.21,Matches
219,Jaden Philogene Bidace,engENG,"FW,MF",Aston Villa,23-084,2002.0,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,7,4,17,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.2,0.13,0.2,Matches
220,Jaden Philogene Bidace,engENG,"FW,DF",Ipswich Town,23-084,2002.0,10,5,474,5.3,2,0,2,2,0,0,1,0,2.0,2.0,0.2,2.2,13,10,36,0.38,0.0,0.38,0.38,0.38,0.37,0.05,0.42,0.37,0.42,Matches
221,Jadon Sancho,engENG,FW,Chelsea,25-039,2000.0,28,18,"1,668",18.5,3,4,7,3,0,0,1,0,2.0,2.0,3.4,5.4,96,86,214,0.16,0.22,0.38,0.16,0.38,0.11,0.18,0.29,0.11,0.29,Matches
222,Jahmai Simpson-Pusey,engENG,DF,Manchester City,19-180,2005.0,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
223,Jake Evans,,FW,Leicester City,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
224,Jake O'Brien,ieIRL,DF,Everton,23-353,2001.0,17,14,"1,301",14.5,2,0,2,2,0,0,4,0,0.7,0.7,0.6,1.3,7,41,24,0.14,0.0,0.14,0.14,0.14,0.05,0.04,0.09,0.05,0.09,Matches
225,Jakub Kiwior,plPOL,DF,Arsenal,25-077,2000.0,13,6,762,8.5,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.4,5,35,0,0.12,0.0,0.12,0.12,0.12,0.02,0.03,0.05,0.02,0.05,Matches
226,Jakub Moder,plPOL,MF,Brighton,26-026,1999.0,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45,Matches
227,Jakub Stolarczyk,plPOL,GK,Leicester City,24-135,2000.0,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
228,James Bree,engENG,DF,Southampton,27-204,1997.0,15,11,895,9.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,10,31,34,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,Matches
229,James Garner,engENG,"MF,DF",Everton,24-051,2001.0,17,13,"1,234",13.7,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.6,10,38,22,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.12,0.02,0.12,Matches
230,James Hill,engENG,DF,Bournemouth,23-113,2002.0,10,6,448,5.0,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,3,16,8,0.0,0.2,0.2,0.0,0.2,0.06,0.05,0.11,0.06,0.11,Matches
231,James Justin,engENG,DF,Leicester City,27-069,1998.0,32,30,"2,579",28.7,2,1,3,2,0,0,5,0,1.5,1.5,0.6,2.1,37,86,92,0.07,0.03,0.1,0.07,0.1,0.05,0.02,0.07,0.05,0.07,Matches
232,James Maddison,engENG,MF,Tottenham,28-161,1996.0,31,21,"1,809",20.1,9,7,16,9,0,0,6,0,5.8,5.8,4.2,10.0,45,164,95,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,Matches
233,James Mcatee,engENG,"MF,FW",Manchester City,22-197,2002.0,14,2,304,3.4,3,0,3,3,0,0,1,0,2.8,2.8,0.3,3.1,7,6,26,0.89,0.0,0.89,0.89,0.89,0.83,0.1,0.93,0.83,0.93,Matches
234,James Milner,engENG,MF,Brighton,39-119,1986.0,3,3,169,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,Matches
235,James Tarkowski,engENG,DF,Everton,32-165,1992.0,33,33,"2,922",32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,Matches
236,James Ward-Prowse,engENG,MF,Nott'ham Forest,30-183,1994.0,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,Matches
237,James Ward-Prowse,engENG,MF,West Ham,30-183,1994.0,11,9,802,8.9,0,1,1,0,0,0,2,0,0.5,0.5,1.1,1.6,9,45,4,0.0,0.11,0.11,0.0,0.11,0.06,0.12,0.18,0.06,0.18,Matches
238,Jamie Vardy,engENG,FW,Leicester City,38-112,1987.0,32,32,"2,571",28.6,7,3,10,6,1,2,5,0,10.2,8.7,2.9,11.6,27,20,108,0.25,0.11,0.35,0.21,0.32,0.36,0.1,0.46,0.3,0.4,Matches
239,Jan Bednarek,plPOL,DF,Southampton,29-021,1996.0,28,28,"2,351",26.1,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.2,4,58,2,0.08,0.0,0.08,0.08,0.08,0.02,0.02,0.05,0.02,0.05,Matches
240,Jan Paul van Hecke,nlNED,DF,Brighton,24-329,2000.0,30,29,"2,598",28.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.7,53,209,5,0.03,0.03,0.07,0.03,0.07,0.04,0.05,0.09,0.04,0.09,Matches
241,Jannik Vestergaard,dkDEN,DF,Leicester City,32-273,1992.0,18,16,"1,391",15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,3,32,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches
242,Jarell Quansah,engENG,DF,Liverpool,22-094,2003.0,11,2,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,12,4,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
243,Jarrad Branthwaite,engENG,DF,Everton,22-310,2002.0,27,25,"2,258",25.1,0,1,1,0,0,0,4,0,1.1,1.1,0.6,1.6,9,57,2,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07,Matches
244,Jarrod Bowen,engENG,"FW,MF",West Ham,28-134,1996.0,30,30,"2,631",29.2,9,7,16,8,1,1,1,0,7.4,6.7,6.3,13.1,97,85,183,0.31,0.24,0.55,0.27,0.51,0.25,0.22,0.47,0.23,0.45,Matches
245,Jason Steele,engENG,GK,Brighton,34-258,1990.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
246,Jay Robinson,engENG,MF,Southampton,18-049,2007.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.69,0.0,1.69,Matches
247,Jay Stansfield,engENG,MF,Fulham,22-160,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
248,Jayden Danns,engENG,MF,Liverpool,19-107,2006.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
249,Jayden Meghoma,engENG,DF,Brentford,18-309,2006.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
250,Jean-Clair Todibo,frFRA,DF,West Ham,25-124,1999.0,23,16,"1,485",16.5,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,9,28,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
251,Jean-Philippe Mateta,frFRA,FW,Crystal Palace,27-309,1997.0,33,30,"2,442",27.1,14,2,16,12,2,2,2,0,12.1,10.5,3.1,13.6,37,46,114,0.52,0.07,0.59,0.44,0.52,0.45,0.11,0.56,0.39,0.5,Matches
252,Jean-Ricner Bellegarde,frFRA,"MF,FW",Wolves,26-310,1998.0,32,19,"1,551",17.2,2,6,8,2,0,0,3,0,1.3,1.3,3.6,4.9,49,39,83,0.12,0.35,0.46,0.12,0.46,0.08,0.21,0.28,0.08,0.28,Matches
253,Jefferson Lerma,coCOL,"MF,DF",Crystal Palace,30-190,1994.0,29,23,"2,030",22.6,0,1,1,0,0,0,8,0,1.0,1.0,1.5,2.5,11,86,24,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11,Matches
254,Jeffrey Schlupp,ghGHA,"MF,DF",Crystal Palace,32-131,1992.0,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches
255,Jens Cajuste,seSWE,MF,Ipswich Town,25-266,1999.0,26,23,"1,774",19.7,1,0,1,1,0,0,2,0,0.5,0.5,0.6,1.1,23,46,16,0.05,0.0,0.05,0.05,0.05,0.02,0.03,0.06,0.02,0.06,Matches
256,Jeremy Doku,beBEL,"FW,MF",Manchester City,22-341,2002.0,26,15,"1,397",15.5,3,6,9,3,0,0,1,0,1.0,1.0,4.4,5.4,189,66,259,0.19,0.39,0.58,0.19,0.58,0.07,0.28,0.35,0.07,0.35,Matches
257,Jeremy Monga,,FW,Leicester City,,,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
258,Jeremy Sarmiento,ecECU,MF,Brighton,22-321,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
259,Jesper Lindstrøm,dkDEN,FW,Everton,25-063,2000.0,25,15,"1,239",13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,Matches
260,Joachim Andersen,dkDEN,DF,Crystal Palace,28-337,1996.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
261,Joachim Andersen,dkDEN,DF,Fulham,28-337,1996.0,25,25,"2,223",24.7,0,0,0,0,0,0,5,1,0.9,0.9,0.3,1.3,13,103,2,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
262,Joe Aribo,ngNGA,"MF,DF",Southampton,28-286,1996.0,30,20,"1,909",21.2,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,35,71,64,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2,Matches
263,Joe Gomez,engENG,DF,Liverpool,27-345,1997.0,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
264,Joe Lumley,engENG,GK,Southampton,30-077,1995.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
265,Joe Willock,engENG,"MF,FW",Newcastle Utd,25-256,1999.0,29,10,953,10.6,0,2,2,0,0,0,2,0,1.5,1.5,1.9,3.4,34,35,76,0.0,0.19,0.19,0.0,0.19,0.14,0.18,0.32,0.14,0.32,Matches
266,Joel Ward,engENG,DF,Crystal Palace,35-186,1989.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
267,Joelinton,brBRA,"MF,FW",Newcastle Utd,28-262,1996.0,29,29,"2,393",26.6,4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches
268,John McGinn,sctSCO,"MF,FW",Aston Villa,30-197,1994.0,30,24,"1,992",22.1,1,3,4,1,0,0,7,0,2.9,2.6,3.4,6.0,30,90,70,0.05,0.14,0.18,0.05,0.18,0.13,0.15,0.28,0.12,0.27,Matches
269,John Stones,engENG,"DF,MF",Manchester City,30-340,1994.0,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches
270,Jonny Evans,nirNIR,DF,Manchester Utd,37-120,1988.0,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
271,Jordan Ayew,ghGHA,"FW,MF",Leicester City,33-234,1991.0,26,15,"1,356",15.1,4,0,4,3,1,1,5,0,2.9,2.1,0.8,2.9,42,33,75,0.27,0.0,0.27,0.2,0.2,0.19,0.06,0.25,0.14,0.19,Matches
272,Jordan Ayew,ghGHA,"FW,MF",Crystal Palace,33-234,1991.0,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,Matches
273,Jordan Pickford,engENG,GK,Everton,31-057,1994.0,34,34,"3,060",34.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches
274,Jorge Cuenca,esESP,DF,Fulham,25-167,1999.0,6,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
275,Jorginho,itITA,MF,Arsenal,33-134,1991.0,14,9,703,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches
276,Joshua Acheampong,engENG,DF,Chelsea,18-363,2006.0,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
277,Joshua King,engENG,"MF,FW",Fulham,18-120,2007.0,5,1,80,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,1,4,9,0.0,0.0,0.0,0.0,0.0,0.22,0.48,0.7,0.22,0.7,Matches
278,Joshua Zirkzee,nlNED,"FW,MF",Manchester Utd,23-346,2001.0,32,14,"1,402",15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,Matches
279,José Sá,ptPOR,GK,Wolves,32-106,1993.0,27,27,"2,430",27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
280,Jota Silva,ptPOR,"FW,MF",Nott'ham Forest,25-275,1999.0,28,5,844,9.4,3,1,4,3,0,0,5,0,2.0,2.0,2.9,4.9,20,18,58,0.32,0.11,0.43,0.32,0.43,0.22,0.31,0.52,0.22,0.52,Matches
281,João Félix,ptPOR,"FW,MF",Chelsea,25-174,1999.0,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches
282,João Gomes,brBRA,MF,Wolves,24-080,2001.0,33,33,"2,781",30.9,3,1,4,3,0,0,10,1,2.7,2.7,1.2,3.9,53,148,68,0.1,0.03,0.13,0.1,0.13,0.09,0.04,0.13,0.09,0.13,Matches
